time,open,high,low,close,Volume
2012-05-01,179.4,185.4,160.15,160.65,273261
2012-06-01,160.65,171.75,150.1,170.7,322137
2012-07-02,170.75,192.2,169.7,174.4,265095
2012-08-01,174.65,177.85,160.25,164.75,279888
2012-09-04,165.65,183.7,156.55,173.5,282593
2012-10-01,172.85,185.45,154.4,154.65,320660
2012-11-01,154.65,159.7,147.1,150.6,327258
2012-12-03,150.6,155.15,141.25,143.8,206112
2013-01-02,145,157.9,142.6,146.95,360983
2013-02-01,146.95,149.8,137.6,143.2,357748
2013-03-01,143.15,147.5,132.05,137.15,265598
2013-04-01,137.15,144.5,132.7,135.1,487944
2013-05-01,135.55,148.8,125.05,127.05,369868
2013-06-03,127.05,130.9,117.1,120.4,384967
2013-07-01,120.3,134,117.4,118.6,364470
2013-08-01,118.75,127,115.35,116.3,372016
2013-09-03,116.3,121.1,113.5,113.7,244582
2013-10-01,113.9,117.95,105.25,105.4,265596
2013-11-01,105.4,112,100.95,110.85,370338
2013-12-02,110.85,118.4,105.65,110.7,225791
2014-01-02,111.05,125.95,110.2,125.2,351724
2014-02-03,125,181.25,125,180.3,542315
2014-03-03,180.3,209.75,166,177.9,347882
2014-04-01,177,219,167.9,205.85,391657
2014-05-01,205.65,208.8,170.8,177.5,256691
2014-06-02,177.25,184.9,165.1,175.1,319380
2014-07-01,175.2,196.4,159.25,195.05,258462
2014-08-01,194.85,207.4,179.4,201.2,355392
2014-09-02,202.1,209.95,176.4,193.35,275873
2014-10-01,194,225.5,185.65,188,343265
2014-11-03,188.95,201.35,182.1,187.45,329694
2014-12-01,186.6,190.8,164,166.6,219883
2015-01-02,165.05,184.9,158.7,161.9,349749
2015-02-02,162.4,172,140.15,140.5,397787
2015-03-02,141.3,146.75,128.75,132.9,343661
2015-04-01,133.4,147.35,133.05,137.45,409591
2015-05-01,137.55,143.85,123.55,126.15,345344
2015-06-01,128.2,138.85,127.9,132.4,469057
2015-07-01,130,132.95,119.85,125.25,344990
2015-08-03,125.1,142.6,120.25,124.3,534949
2015-09-01,124.25,124.9,114.55,121.35,316330
2015-10-01,121.3,137.6,116.3,120.95,375619
2015-11-02,121,126.6,115.3,119.65,457157
2015-12-01,120,128.3,116.8,126.7,288512
2016-01-04,126.15,126.3,111.05,116.35,359567
2016-02-01,115.8,124,114.1,115.05,480109
2016-03-01,115.65,136.4,113.4,127.45,482352
2016-04-01,127.35,131.2,119.6,121.5,507966
2016-05-02,121.8,135.3,118.9,121.55,423331
2016-06-01,121.5,147.9,120.85,145.65,612820
2016-07-01,146,154.8,139.05,146.2,344392
2016-08-01,145,147.8,136.95,147.05,509505
2016-09-01,146.7,160.9,146.6,151.55,397900
2016-10-03,151.1,166.9,145.2,164.15,419899
2016-11-01,163.25,176.45,150.45,150.6,522544
2016-12-01,151.05,151.25,132.85,137.05,349180
2017-01-03,137.8,156.95,134.4,149.55,346140
2017-02-01,149.55,153.3,140.4,142.6,403445
2017-03-01,143.15,146.5,136.2,139.3,341667
2017-04-03,138.8,146.4,128.65,133.4,497782
2017-05-01,134,137.75,127.15,129.35,337419
2017-06-01,129.5,131.45,115.5,125.7,539316
2017-07-03,126.5,139.35,125.8,139.25,374025
2017-08-01,139.25,146.95,126.9,129.35,495920
2017-09-01,129,143.25,126.75,128.05,386536
2017-10-02,127.8,132.7,122.85,125.1,402076
2017-11-01,124.7,133,121.2,128.5,559552
2017-12-01,129,130.3,118.3,126.2,359553
2018-01-02,126,131.35,119.6,121.85,533875
2018-02-01,121.7,126.5,118.55,122,508879
2018-03-01,122.05,124.2,116.5,118.15,430962
2018-04-02,118.7,123.05,115.3,122.8,650261
2018-05-01,122.65,125.95,116.35,123.7,521358
2018-06-01,123.9,124.95,114.5,115.1,629297
2018-07-02,114.9,115.75,106.9,109.9,503550
2018-08-01,109.7,111.45,99.35,101.8,795984
2018-09-04,101.2,104.15,95.1,102.45,413939
2018-10-01,102.15,125.5,101.1,112.7,785177
2018-11-01,113.05,121.7,107.25,107.55,629408
2018-12-03,108.5,110.85,98.6,101.85,342641
2019-01-02,101.6,107.15,99.35,105.9,473792
2019-02-01,106.15,108.25,96.35,98.45,582467
2019-03-01,98.3,100.95,92.6,94.5,470790
2019-04-01,94.05,96.95,89,93.15,781280
2019-05-01,92.8,105.3,87.6,104.6,603492
2019-06-03,104.85,110.5,96.25,109.45,715454
2019-07-01,111.75,115.65,98.1,99.65,567962
2019-08-01,97.85,101.45,93.4,96.85,565425
2019-09-03,96,104.95,94.2,101.15,430738
2019-10-01,101.05,102.9,92.2,101.95,553713
2019-11-01,102.15,119.8,101.1,119.05,765232
2019-12-02,119,142.45,117.95,129.7,661485
2020-01-02,129.55,130.95,100.15,102.65,480506
2020-02-03,102,113.8,97.4,111.35,670977
2020-03-02,112.25,130.65,101.4,119.55,622681
2020-04-01,117.75,122.6,103.8,106.3,372764
2020-05-01,105.8,113.15,95.85,96.3,311319
2020-06-01,95.85,103.15,94.55,101,473551
2020-07-01,101.25,119.4,96.3,118.95,444946
2020-08-03,118.2,130.2,111.6,129.05,527576
2020-09-01,130.45,135.45,108.3,110.95,520958
2020-10-01,110.95,113.35,102.95,104.4,388627
2020-11-02,103.9,124.8,102.15,123.3,513072
