Date,Indonesia_temperature_2m_mean,Indonesia_daylight_duration,Indonesia_sunshine_duration,Indonesia_precipitation_sum,Indonesia_wind_speed_10m_max,Indonesia_wind_gusts_10m_max,Indonesia_et0_fao_evapotranspiration
07/2022,25.726808096774196,11.947437213261649,8.537672267025089,5.493548557741936,10.696428048387096,22.087741483870968,3.4519272161290324
07/2023,25.937628096774194,11.947134784946236,8.924735089605734,8.532257848387095,10.648494270967742,25.525160870967742,3.5302696722580644
07/2024,26.89784277419355,11.948144829749102,10.16254693548387,3.6451611548387093,12.121012193548387,28.834838290322583,4.220663670967742
08/1990,25.803384580645158,12.006656093189964,9.88847214157706,5.003225861290323,8.833593283870968,22.563870451612903,3.8799565870967743
08/1991,28.68906929032258,12.006095815412188,10.89216100358423,0.1258064529032258,12.054026380645162,29.450321612903227,5.336612164516129
08/1992,25.44767206451613,12.007925349462365,9.86808663530466,5.619354703225807,9.300829203225806,22.22709629032258,3.73870585483871
08/1993,25.66709387096774,12.00732299283154,10.668143109318995,2.9709677661290326,10.376021138709678,25.850322129032257,3.970103574193548
08/1994,28.80190535483871,12.00674597670251,11.061626792114694,0.41290321451612905,14.089152661290322,34.22322512903226,5.611527725806451
08/1995,26.575493451612903,12.006182643369176,9.93345608422939,1.6161291032258065,12.45506135483871,30.85548303225806,4.218652309677419
08/1996,25.956072483870965,12.008001971326165,9.61555422939068,4.461290572258065,10.283767767741937,25.687741483870965,3.8497031774193546
08/1997,28.60062787096774,12.007387921146954,10.695128422939069,1.6999999532258063,12.862789451612903,30.646451483870965,5.036812112903226
08/1998,25.49289977419355,12.006826379928315,8.84052895609319,6.345161278709677,9.561022312903226,25.130322258064517,3.4099623580645164
08/1999,27.100562193548388,12.006250860215054,10.33221605734767,2.6064515225806453,12.071060183870967,30.611612193548385,4.500448516129032
08/2000,25.368370967741935,12.008059865591399,9.649798187275985,3.26451609516129,8.4996899,22.865805967741935,3.7161723612903224
08/2001,26.265548096774193,12.007463396057348,9.525374292114694,4.341935451612903,9.382696522580646,24.340644774193546,3.8284790419354837
08/2002,27.686716387096777,12.006896424731183,10.860733001792116,1.703225804516129,11.128507193548387,26.999999838709677,4.734809406451613
08/2003,27.471125935483872,12.006320725806452,9.811538046594983,3.2516129806451612,10.279095970967742,28.16128993548387,4.3459092612903225
08/2004,27.80983535483871,12.008130331541219,11.004079363799283,0.42580648548387096,12.566296241935484,30.948386096774193,4.9537691580645165
08/2005,26.367899741935485,12.007532759856632,10.445222007168459,2.9032258222580647,9.649371822580646,26.45419291935484,4.051148351612903
08/2006,28.389271096774195,12.006984784946235,10.866787930107527,0.25483870612903226,13.543030419354839,31.807741258064517,5.159938335483871
08/2007,26.895117806451612,12.006405600358423,10.451008037634407,1.722580577419355,11.650876758064515,29.299354483870967,4.394588622580645
08/2008,26.666757548387096,12.008220815412185,9.867040528673835,3.8806452,12.379758629032258,32.34193464516129,4.16408823548387
08/2009,27.38201316129032,12.007651335125448,10.72652414874552,1.7387096838709677,10.59248944516129,27.185806032258064,4.355968635483871
08/2010,25.738129258064518,12.007095913978494,9.19763579749104,4.148387051612903,8.953943503225807,22.598709161290323,3.460576961290323
08/2011,27.46984951612903,12.006510358422938,10.661516445340503,1.5000000012903227,11.941631522580645,28.811612322580647,4.619721951612903
08/2012,28.61117877419355,12.008324184587813,10.763110448028673,0.8677419129032258,13.799453548387095,33.29419283870968,5.172871338709678
08/2013,25.376435096774195,12.007740367383512,9.816861926523298,3.9419354322580644,11.228780351612903,27.33677364516129,3.647395722580645
