Date,Negative_News,Total_News,Negative_News_Ratio
2008-09-27,729.0,7166.5,0.10172329589060211
2008-10-27,736.3333333333334,7157.0,0.10288295840901682
2008-11-27,743.6666666666666,7147.5,0.10404570362597644
2008-12-27,751.0,7138.0,0.10521154384981787
2009-01-27,762.8333333333334,7247.666666666667,0.10525226509681276
2009-02-27,774.6666666666666,7357.333333333333,0.10529177238129757
2009-03-27,786.5,7467.0,0.10533011919110755
2009-04-27,798.3333333333334,7576.666666666667,0.10536735591728992
2009-05-27,810.1666666666666,7686.333333333333,0.10540353007502494
2009-06-27,822.0,7796.0,0.10543868650590046
2009-07-27,833.8333333333334,7905.666666666667,0.10547286756335118
2009-08-27,845.6666666666666,8015.333333333333,0.10550611328287449
2009-09-27,857.5,8125.0,0.10553846153846154
2009-10-27,869.3333333333334,8234.666666666666,0.10556994818652851
2009-11-27,881.1666666666667,8344.333333333334,0.10560060719849798
2009-12-27,893.0,8454.0,0.10563047078306127
2010-01-27,907.25,8638.5,0.10502402037390751
2010-02-27,921.5,8823.0,0.10444293324266123
2010-03-27,935.75,9007.5,0.1038856508465168
2010-04-27,950.0,9192.0,0.10335073977371627
2010-05-27,964.25,9376.5,0.10283687943262411
2010-06-27,978.5,9561.0,0.102342851166196
2010-07-27,992.75,9745.5,0.10186752860294494
2010-08-27,1007.0,9930.0,0.1014098690835851
2010-09-27,1021.25,10114.5,0.10096890602600228
2010-10-27,1035.5,10299.0,0.10054374211088456
2010-11-27,1049.75,10483.5,0.10013354318691277
2010-12-27,1064.0,10668.0,0.09973753280839895
2011-01-27,1060.9166666666667,10782.083333333334,0.09839625922633999
2011-02-27,1057.8333333333333,10896.166666666666,0.09708307202838919
2011-03-27,1054.75,11010.25,0.0957970981585341
2011-04-27,1051.6666666666667,11124.333333333334,0.09453750037455429
2011-05-27,1048.5833333333333,11238.416666666666,0.09330347543025783
2011-06-27,1045.5,11352.5,0.09209425236731997
2011-07-27,1042.4166666666667,11466.583333333334,0.09090909090909091
2011-08-27,1039.3333333333333,11580.666666666666,0.08974727994934086
2011-09-27,1036.25,11694.75,0.0886081361294598
2011-10-27,1033.1666666666667,11808.833333333334,0.08749100249812994
2011-11-27,1030.0833333333333,11922.916666666666,0.08639524724794688
2011-12-27,1027.0,12037.0,0.0853202625238847
2012-01-27,1027.3333333333333,12054.166666666666,0.08522640857241617
2012-02-27,1027.6666666666667,12071.333333333334,0.08513282156072237
2012-03-27,1028.0,12088.5,0.08503950035157382
2012-04-27,1028.3333333333333,12105.666666666666,0.0849464438141917
2012-05-27,1028.6666666666667,12122.833333333334,0.08485365082420226
2012-06-27,1029.0,12140.0,0.08476112026359144
2012-07-27,1029.3333333333333,12157.166666666666,0.08466885102065996
2012-08-27,1029.6666666666667,12174.333333333334,0.08457684198997892
2012-09-27,1030.0,12191.5,0.08448509207234549
2012-10-27,1030.3333333333333,12208.666666666666,0.08439360017473925
2012-11-27,1030.6666666666667,12225.833333333334,0.08430236521027878
2012-12-27,1031.0,12243.0,0.08421138609817855
