Date,Brazil_temperature_2m_mean,Brazil_daylight_duration,Brazil_precipitation_sum,Brazil_wind_speed_10m_max,Brazil_et0_fao_evapotranspiration
02/2015,20.979454714285712,12.682355089285716,8.467856882142856,13.404965003571428,4.293119553571429
02/2016,22.033465655172414,12.678251312260537,1.5517241379310345,10.769171493103448,4.863890355172414
02/2017,19.866308214285713,12.674575406746031,5.414285973214286,19.445271642857143,3.769514125
02/2018,19.870475571428575,12.678188511904763,9.164285853571428,17.31076428571429,3.699534478928572
02/2019,21.722038035714288,12.68190134920635,4.975000210714286,15.697913775,4.584589607142857
02/2020,20.65004224137931,12.677877126436782,6.555172734482759,16.703244137931037,3.780427772413793
02/2021,19.540638714285713,12.674112847222222,11.253571692857141,17.07915025,3.3555012607142856
02/2022,19.49845110714286,12.677795972222222,8.896428607142857,15.267131500000001,3.435656532142857
02/2023,20.79138275,12.681650515873017,1.6321428067857142,16.704777071428573,4.794334810714285
02/2024,20.24393572413793,12.677526245210727,7.031034541379311,16.529604155172414,3.8735996448275865
03/1990,21.12142170967742,12.191911048387098,2.3354839109677417,11.99253366451613,4.307322648387097
03/1991,20.045413548387096,12.196120681003585,7.8516131096774195,13.433279054838708,3.289925470967742
03/1992,20.323639322580647,12.183316093189964,1.3451613077419353,13.854621758064516,4.185901835483871
03/1993,21.842725548387097,12.18734232078853,1.1161290322580646,12.073201187096775,4.948034541935484
03/1994,19.766784451612903,12.191366164874553,10.012903206451611,11.432903116129031,2.9792364093548387
03/1995,20.72834370967742,12.19551968637993,5.7838708322580645,12.201640532258065,3.9147566838709675
03/1996,21.31732235483871,12.182755071684587,4.574193570967742,11.358095,4.017798003225806
03/1997,18.92357241935484,12.186760573476702,8.34516090967742,13.430965903225806,3.0913636322580644
03/1998,21.94776570967742,12.19090765232975,3.4741935951612906,12.563671041935484,4.202320583870968
03/1999,19.836475322580647,12.195265905017921,5.60322614516129,11.157200648387098,3.4806773322580646
03/2000,20.054419193548387,12.182414023297492,4.329032114193549,13.167669193548386,3.613598435483871
03/2001,20.410938096774196,12.186429551971326,4.383871019354839,10.954855780645161,3.975152406451613
03/2002,20.28190548387097,12.190561012544801,3.7451612,12.691830025806452,3.9980949161290322
03/2003,20.755897774193546,12.1947483781362,4.648387187096774,11.834812883870969,3.722532864516129
03/2004,19.28654329032258,12.181853145161291,7.470967724193548,11.823524987096775,3.3680998612903226
03/2005,20.318397612903226,12.185776917562725,6.48387095483871,10.708659583870967,3.31666910483871
03/2006,20.06913709677419,12.189912974910394,10.051613109677419,10.43391919032258,2.963339129032258
03/2007,20.562886903225806,12.194149229390682,0.6645161370967743,13.456553483870968,4.59230975483871
03/2008,19.934593870967742,12.181092831541218,5.961290246451613,11.198197987096774,3.6693513967741933
03/2009,21.21019887096774,12.185124238351253,5.729032074193548,11.76263214516129,3.9714479161290326
03/2010,20.74339783870968,12.189396478494624,8.041935401612903,11.536739167741935,3.4570210806451613
03/2011,19.69911,12.193629982078853,7.693548270967741,11.369883758064516,2.9928099806451613
03/2012,20.61577687096774,12.180653010752687,3.3387095722580646,12.02495418387097,4.200619574193548
03/2013,21.052201419354837,12.184676989247311,4.890322422580645,12.884546312903225,3.6843916935483874
03/2014,20.796086161290322,12.188940967741935,3.9935482322580644,12.764489264516131,3.6860298290322584
03/2015,20.926058967741934,12.193192634408602,4.148387290322581,11.472103419354838,3.947338448387097
03/2016,22.095212225806453,12.180104274193548,1.9612903516129032,13.31117456451613,4.439903038709677
03/2017,20.468843387096772,12.184225053763441,2.596774133870968,17.382922145161288,4.247010258064516
03/2018,20.478721612903225,12.188520609318996,3.4935485561290323,15.101876374193548,3.7455864258064517
03/2019,20.627108741935483,12.19263773297491,5.848387465161291,16.818270332258063,3.773486464516129
03/2020,19.28194806451613,12.17957174731183,5.1387097096774195,18.015349806451614,3.2135771774193547
03/2021,19.61938077419355,12.18373355734767,2.248387208064516,16.382699064516128,4.118273729032258
03/2022,20.165415129032258,12.188069112903227,0.37741936612903226,18.628835741935486,4.6827887
03/2023,20.645792129032255,12.192239166666665,0.7064516306451614,18.334773741935482,4.847827183870968
03/2024,21.228453193548386,12.1790858781362,2.8935484870967745,13.763510419354837,4.104562893548387
04/1990,20.62311083333333,11.687522259259259,0.8700000033333333,12.916897513333334,3.952227213333333
04/1991,19.073110433333333,11.691182490740742,1.7099999996666668,11.795763863333333,3.2511511333333334
04/1992,20.6668604,11.679206222222223,3.39333334,10.505680363333333,3.5198338733333334
04/1993,19.581583066666667,11.6831825,3.536666691333333,12.342417483333332,3.2577671633333334
04/1994,18.951027333333336,11.687085074074075,2.583333381333333,13.128312486666665,3.175088596666667
04/1995,19.367763500000002,11.690659953703705,4.0599999596666665,11.976282383333334,2.8853906833333336
04/1996,19.510333033333332,11.678812601851853,2.149999908333333,13.357824836666667,3.66234694
04/1997,18.331374933333333,11.682799046296298,3.74000001,10.863244796666667,3.1559277166666666
04/1998,20.971652333333335,11.686643157407408,2.6133334,12.517266436666667,3.6408945766666667
04/1999,19.380124466666665,11.690324046296297,1.7433333583333335,13.154751083333334,3.42552965
04/2000,18.927763066666667,11.678492842592592,1.22666667,12.842500040000001,3.4120995333333335
04/2001,20.06165233333333,11.682467935185183,1.0833333683333335,12.965054076666666,4.022149006666667
04/2002,19.390540966666666,11.68620714814815,0.8733333200000001,13.00910266,3.7017592433333335
04/2003,20.044013800000002,11.689698240740741,1.68333335,13.099132113333333,3.6490836266666666
04/2004,18.5581802,11.67793351851852,4.296666631333333,10.19718181,2.893962446666667
04/2005,19.647833166666665,11.681863537037037,0.9333333546666667,11.931139653333334,3.6583410133333336
04/2006,18.888457633333335,11.685544407407408,2.4966666233333332,10.706044436666668,3.0610164733333334
04/2007,19.9375555,11.689143018518518,2.4266666933333334,12.967430366666665,3.49685569
04/2008,19.5372079,11.67736124074074,4.3433333880000005,9.510624593333334,3.2287624386666662
04/2009,18.90852776666667,11.681282166666668,4.969999956666667,10.931613389999999,2.8529381033333334
04/2010,18.970125033333332,11.684975398148147,2.439999981666667,12.85706002,3.2795957933333333
04/2011,19.019708233333333,11.688593472222221,2.8500001446666667,13.061523176666666,3.0799575433333333
04/2012,20.37658306666667,11.677008277777778,1.5633333333333332,12.136403186666666,3.734671956666667
04/2013,18.3914443,11.680940435185185,3.1499999866666664,11.855885406666667,3.095067256666667
04/2014,19.785263733333334,11.684585675925925,3.0733332746666666,11.473985090000001,3.5469674133333333
04/2015,20.1656799,11.688304657407407,3.000000026666667,11.213078043333333,3.23778054
04/2016,21.643597133333333,11.676667453703704,0.9400000733333334,13.319638816666666,4.254186916666667
04/2017,19.54874926666667,11.680530203703704,0.8400000446666667,18.402288866666666,3.48012288
04/2018,18.0668741,11.684151101851851,2.179999975,20.582598466666663,2.84020367
04/2019,20.234582133333333,11.687778083333333,2.4833333846666665,15.176736966666668,3.420059766666667
04/2020,18.604929933333334,11.676131583333333,2.790000018333333,17.00874185,3.01366129
04/2021,18.42138806666667,11.679900379629629,1.5499999416666665,17.292282166666666,3.5283339233333333
04/2022,19.669582666666667,11.683488805555555,1.4666665846666667,17.3948411,3.9949758666666666
04/2023,19.105763266666667,11.687315601851852,3.270000048333333,18.481695300000002,3.2656557233333334
04/2024,19.5145131,11.675687342592592,0.9566666633333334,16.7345651,3.562298826666667
05/1990,18.60616616129032,11.273771075268817,1.7064516806451613,13.320081838709676,2.946183864516129
05/1991,16.78701319354839,11.276504569892474,0.7935484045161291,13.405129580645161,2.7227518967741937
05/1992,18.741986387096773,11.268461012544803,1.1516129129032258,11.242714635483871,3.0675325612903226
05/1993,17.365104677419357,11.27100879032258,1.0419355258064515,14.253166558064516,2.9411997322580645
05/1994,18.20367993548387,11.273574901433692,0.6193548451612902,11.638182106451612,3.039629112903226
05/1995,18.327402741935483,11.276274686379928,1.4258064629032257,11.128622974193549,2.61812405483871
05/1996,17.571488548387098,11.26821646953405,0.9096774270967742,11.223333983870969,3.0494014258064515
05/1997,16.314298032258066,11.27072430107527,0.7096774241935483,12.710230712903225,2.6581627580645164
05/1998,18.75791364516129,11.273268862007168,0.8483870774193548,12.856763216129032,3.1354843
05/1999,17.023034548387095,11.27604082437276,0.4483870983870967,13.452851283870968,3.2467220258064513
05/2000,17.680494387096775,11.267913467741936,0.10000000322580645,12.659817332258065,3.231705722580645
05/2001,18.89077651612903,11.27040605734767,0.7612903354838709,13.288226374193547,3.298118293548387
05/2002,18.168800483870967,11.272988485663081,0.7064516161290323,11.938280848387096,3.2372822064516127
05/2003,17.865911677419355,11.2756425,0.47096774967741933,13.528280751612902,3.196717293548387
05/2004,17.81255064516129,11.267427903225805,0.20645162258064517,11.232759348387097,2.7162420645161287
05/2005,18.00287364516129,11.26987079749104,0.10645161580645161,13.597328290322581,3.117217038709678
05/2006,16.800454032258063,11.272457320788531,0.17419355161290323,9.722744361290323,3.1294772064516128
05/2007,18.02169070967742,11.27519899641577,0.12258065161290324,12.252625703225807,3.256469641935484
05/2008,17.344539935483873,11.266969919354839,0.2709677419354839,10.638186048387096,3.1131793290322585
05/2009,17.198303580645163,11.269496917562725,0.48387097741935486,10.97007789032258,2.824480922580645
05/2010,18.25347819354839,11.272212625448029,1.4354838806451613,11.132450996774194,3.0175610741935484
05/2011,16.904217564516127,11.274944704301074,0.06451613225806453,11.390282593548386,2.861836141935484
05/2012,17.337483306451613,11.266760224014337,1.8258064322580643,13.008668880645162,2.6058454206451613
05/2013,17.933585838709675,11.269350116487454,0.5032258064516129,11.249351277419354,3.093884358064516
05/2014,18.07585735483871,11.27205844982079,0.27096775483870966,11.841310903225807,3.2585390677419355
05/2015,18.169405387096774,11.274784758064516,0.7032258499999999,12.999592616129032,2.82223944516129
05/2016,19.44044093548387,11.26650801075269,0.3419354838709677,10.980334325806451,3.2417073999999997
05/2017,17.839205967741936,11.269073844086021,1.2548387048387097,18.141395483870966,2.7887175
05/2018,16.90802379032258,11.27179020609319,0.3741935548387097,18.111999290322583,2.8448183032258063
05/2019,18.99236477419355,11.274378127240142,1.3000000387096773,15.819080983870968,3.0116442322580643
05/2020,16.414811451612902,11.266063422939068,0.7516128903225806,15.885121838709678,2.8866418580645163
05/2021,17.510711532258064,11.268647992831541,0.20645161612903226,15.369957612903226,3.2190357064516126
05/2022,16.7060075483871,11.27130870967742,0.40322580967741933,17.40272209677419,3.2545917451612905
05/2023,17.236652467741937,11.273909605734767,0.2419354935483871,16.52066093548387,3.2718382645161292
05/2024,18.79196187096774,11.265609041218637,0.10645161451612903,15.500229854838711,3.5110107999999998
06/1990,17.1590827,11.069766166666666,0.19333332833333333,13.59550433,2.8506645633333334
06/1991,15.904360749999999,11.070293796296296,0.03666666799999999,12.532443183333333,2.758827623333333
06/1992,16.57699973333333,11.068840611111112,0.10333333333333333,14.113982723333333,2.6925917966666666
06/1993,15.937555533333333,11.069342703703704,0.493333368,13.83802352,2.77378108
06/1994,16.55797175,11.069920675925925,0.26333333666666664,11.256557933333333,2.6980107933333333
06/1995,15.854291516666667,11.070406,0.0,11.745379906666667,2.8401555333333333
06/1996,16.31123585,11.068928601851853,0.09666666666666666,12.83143372,3.0828644699999996
06/1997,16.120333199999997,11.069408574074073,1.143333355,10.812185176666667,2.7337181733333336
06/1998,16.579916016666665,11.069921722222222,0.16666666666666666,13.11870015,2.790425116666667
06/1999,16.7621384,11.070344777777779,0.016666666666666666,11.970943113333334,2.9023497299999996
06/2000,16.180680833333334,11.068833842592593,0.016666666666666666,11.632111966666667,2.9945827566666665
06/2001,17.002624466666667,11.069292425925926,0.11666666833333333,13.011289973333334,2.8330395766666667
06/2002,16.430750133333333,11.069754407407407,0.0033333333333333335,12.872199796666667,3.03845258
06/2003,16.978874716666667,11.070133481481482,0.0033333333333333335,10.13304456,3.3362689066666666
06/2004,15.391097,11.068657046296297,0.29999999,12.533784986666666,2.6647979533333332
06/2005,16.86338883333333,11.069150407407408,0.08666666666666667,14.015520676666666,2.6958627833333333
06/2006,15.11283305,11.069614027777778,0.11666667333333333,14.523583023333334,2.532861083333333
06/2007,16.58873596666667,11.070011305555557,0.030000000000000002,12.179004950000001,3.21328749
06/2008,16.515680266666667,11.068603120370371,0.016666666666666666,11.438665563333332,2.9677824733333336
06/2009,16.313042,11.069148685185185,0.56999999,10.32721622,2.468606406666667
06/2010,15.615958216666666,11.069649851851853,0.12333334,12.031839603333333,2.8326964466666666
06/2011,16.120124633333333,11.070084314814814,0.07333333333333333,11.836698906666667,2.8322360066666667
06/2012,17.5464441,11.068757787037038,0.18333333333333332,11.422290163333335,2.8675010999999997
06/2013,17.218388783333335,11.069305833333335,0.8166666366666665,11.249638126666667,2.63469219
06/2014,16.8319301,11.06975737962963,0.23333333666666667,12.759581153333333,2.777892583333333
06/2015,17.5313749,11.07015460185185,0.05,15.074841223333333,2.823772476666667
06/2016,17.82040245,11.068820666666666,0.176666675,12.803888033333333,3.02419866
06/2017,16.8910412,11.069309314814815,0.4433333466666667,19.249888300000002,2.805118913333333
06/2018,16.890485533333333,11.069690685185185,0.163333338,16.120605533333332,2.8654072233333334
06/2019,16.938124566666666,11.070021435185186,0.14000000833333334,18.6373531,3.11813046
06/2020,16.22305545,11.068670342592592,0.16000000466666667,18.242618483333334,2.9706672933333333
06/2021,16.388819166666668,11.069106703703705,0.18333333666666668,16.654287783333334,3.0294726733333333
06/2022,16.32041638333333,11.06945912037037,0.050000001333333335,15.394101166666667,3.264728706666667
06/2023,16.001735416666666,11.069835916666667,0.4500000666666667,16.080013066666666,3.112328546666667
06/2024,16.904582883333333,11.06855876851852,0.053333335,17.129085666666665,3.2064080566666666
07/1990,16.274446080645163,11.166423494623656,2.141935288709677,11.408780158064516,2.7115801306451615
07/1991,15.568329983870967,11.164416603942652,0.09354839032258065,14.811928719354839,2.8778296903225806
07/1992,15.842120741935485,11.170478637992833,0.12903225806451613,13.940759448387096,2.838700806451613
07/1993,16.673504806451614,11.16870899641577,0.035483870967741936,13.084166583870967,3.254633738709677
07/1994,15.720278967741935,11.166777544802867,0.04193548387096774,14.193275903225807,2.887591093548387
07/1995,16.3837870483871,11.164825761648745,0.09677419806451613,14.436606758064515,2.956302893548387
07/1996,15.864835838709677,11.17090670250896,0.22580644838709676,12.924318419354838,3.1650250677419356
07/1997,15.414096483870969,11.169038924731183,0.01935483870967742,12.260483777419356,3.0451661774193552
07/1998,16.65052129032258,11.167060430107528,0.0064516129032258064,11.825067322580646,3.275550951612903
07/1999,16.624110032258063,11.16504430107527,0.11612903225806452,14.665246532258063,2.936959770967742
07/2000,15.961274048387097,11.171118781362008,0.08064516451612905,14.483150161290324,2.8661786935483873
07/2001,16.63385458064516,11.169211200716846,0.08709677548387097,13.649592641935484,3.2171091806451613
07/2002,17.157308725806452,11.167136191756274,0.3129032258064516,13.865505580645161,2.974078722580645
07/2003,15.697564580645162,11.165166397849463,0.0064516129032258064,13.921856783870968,3.306810641935484
07/2004,14.841314467741936,11.171280403225806,0.4483870741935484,14.424242316129032,2.792656906451613
07/2005,15.922564080645161,11.169359489247311,0.061290325806451613,13.423319329032259,3.076299403225806
07/2006,15.534257838709676,11.167390707885305,0.0032258064516129032,11.555579725806451,3.0779194806451615
07/2007,16.83842422580645,11.165500340501794,0.0,12.57472376451613,3.2987766322580647
07/2008,15.160938241935483,11.171683844086022,0.03870967741935484,12.208472748387099,3.286013893548387
07/2009,16.946892032258067,11.169773897849462,0.022580645161290325,12.002235122580645,3.1208050322580645
07/2010,16.077470096774192,11.167766075268817,0.02258064516129032,14.96172929032258,3.0040569612903223
07/2011,15.748505096774194,11.165935295698926,0.035483870967741936,12.001062125806452,3.088533122580645
07/2012,16.595951306451614,11.172114982078854,0.048387098064516125,13.233917690322581,3.297860380645161
07/2013,17.13748356451613,11.170120869175626,0.0,12.532773377419355,3.09758134516129
07/2014,16.628276580645164,11.168148369175627,0.9032257741935483,13.874110954838711,2.961631648387097
07/2015,17.701327129032258,11.166283109318996,0.041935485483870966,13.842698503225806,3.1376708258064516
07/2016,17.847093548387097,11.17240059139785,0.012903225806451613,13.770938612903226,3.365289948387097
07/2017,14.149085516129032,11.170368924731182,0.18064516774193548,24.39353264516129,2.684594664516129
07/2018,16.496935096774195,11.168342643369176,0.06451612903225806,17.076270870967743,3.4282112838709677
07/2019,16.162392258064514,11.166509354838709,0.04838709677419355,19.226611064516128,3.475614735483871
07/2020,16.180200596774196,11.17259051971326,0.387096764516129,18.35815448387097,3.175196032258065
07/2021,15.226034403225807,11.170481120071683,0.0064516129032258064,17.97083677419355,3.3931743419354836
07/2022,15.917969661290323,11.168530188172044,0.061290324193548386,19.19391577419355,3.4447014387096773
07/2023,16.458090967741935,11.166706971326164,0.2967741977419355,18.33375151612903,3.173794558064516
07/2024,16.50385706451613,11.172793073476702,0.012903225806451613,17.006490419354837,3.594988422580645
08/1990,16.64682485483871,11.519894220430107,1.803225793548387,15.054244903225808,2.9461371903225806
08/1991,15.640238548387098,11.516620313620072,0.1483870983870968,16.21110919354839,3.427497441935484
08/1992,16.872765806451614,11.527309784946237,0.2451612935483871,14.255675838709678,3.1958281290322583
08/1993,17.362618032258066,11.523790967741936,0.31935483870967746,12.374165916129032,3.4339121612903227
08/1994,17.02854546774194,11.520418629032257,0.0,12.576407916129032,3.9483833516129034
08/1995,17.859055774193546,11.51712876344086,0.0032258064516129032,13.40279393548387,4.005536487096774
08/1996,17.16423087096774,11.527757365591398,0.3580645177419355,14.604470983870968,3.7391339741935483
08/1997,16.5497145,11.524170035842294,0.016129032258064516,12.689848161290323,3.996755
08/1998,19.3079805483871,11.520890483870968,0.5225806129032258,13.801561748387096,4.158625703225806
08/1999,16.039969741935483,11.517526729390681,0.14838710645161293,14.74317096451613,3.737900851612903
08/2000,17.547429806451614,11.528095689964157,0.6032258290322581,13.003075241935484,3.6890901516129033
08/2001,16.832577629032258,11.524609731182796,0.8322580483870967,16.488576932258063,3.7026406064516126
08/2002,18.27115270967742,11.52129819892473,0.03225806612903225,15.353096951612903,4.130130516129032
08/2003,17.64870643548387,11.517934516129033,0.5774193335483871,12.723098693548387,3.4371868677419353
08/2004,16.34554820967742,11.528506756272401,0.02903225806451613,13.629024064516129,3.7381793548387097
08/2005,17.727873000000002,11.525015528673835,0.07741935806451612,14.257675016129033,3.840942941935484
08/2006,18.045077741935486,11.521815860215053,0.14516129032258066,13.05733241935484,3.817491093548387
08/2007,16.693263161290325,11.51843038530466,0.0,16.116895735483872,4.101401319354839
08/2008,18.161879,11.529035761648746,0.09032258064516129,13.792732032258064,4.2599569580645165
08/2009,17.412819451612904,11.525709077060933,0.7161290112903226,15.557918580645161,3.5196537754838713
08/2010,16.561139370967744,11.522464077060931,0.0,13.221337051612904,4.078328864516129
08/2011,18.411407967741937,11.519044265232976,0.0032258064516129032,14.122894887096773,4.269779648387097
08/2012,16.026327580645162,11.529639372759856,0.1419354883870968,18.361821258064516,3.358365670967742
08/2013,17.79440577419355,11.526229722222222,0.03225806451612903,15.219223032258064,3.840147603225806
08/2014,17.514499774193546,11.522978978494624,0.14193548387096772,13.217534341935485,3.9364167032258064
08/2015,17.95502425806452,11.519425734767024,0.20645160322580644,14.454031277419354,3.8524930129032255
08/2016,19.08291364516129,11.529972643369176,0.13225806903225806,14.242827525806451,4.0619925225806455
08/2017,17.160040193548387,11.526657293906808,0.048387098064516125,19.80645677419355,4.219678090322581
08/2018,17.768238419354837,11.523320582437277,0.9032258483870969,19.320765677419356,3.5916720806451616
08/2019,17.313668983870965,11.519783207885306,0.2161290412903226,21.686203258064516,3.7616586483870966
08/2020,15.926169064516127,11.530433225806451,0.2870967741935484,20.439891419354836,3.5007134612903226
08/2021,16.085510096774193,11.527103629032258,0.08064516129032258,21.64690506451613,3.7456193580645163
08/2022,17.093305741935485,11.523823458781361,0.025806451612903226,20.583660096774196,4.210626125806451
08/2023,18.310106967741934,11.520237867383512,1.8774193935483872,18.219287274193547,3.855858477419355
08/2024,17.749219935483872,11.530922249103941,0.22580646129032259,18.935839967741934,4.284459741935484
09/1990,17.9656804,11.995998250000001,0.8333333766666667,14.046958616666666,3.74466179
09/1991,17.296861266666667,11.991796416666666,2.783333368,13.065955023333334,3.5824081299999997
09/1992,18.1418612,12.004368953703704,2.4766665933333334,15.292195533333334,3.48413036
09/1993,20.1893607,12.00055012037037,2.443333303333333,13.999290336666666,4.433510683333334
09/1994,18.9941525,11.996434074074074,0.13,14.631296636666667,4.74412562
09/1995,19.2116527,11.99224375,0.6966666266666667,15.663260046666666,4.53434027
09/1996,19.3433888,12.004899722222223,2.2033333749999997,15.36891455,4.2725638
09/1997,21.214361333333333,12.000971194444444,1.1099999766666666,12.210566190000002,4.333016693333334
09/1998,21.305402533333332,11.996883138888888,0.07666666666666666,15.6132287,5.325350903333333
09/1999,19.112138466666668,11.99269688888889,0.25000000666666666,15.099160333333334,4.73658636
09/2000,18.1985271,12.00535050925926,1.2200000266666666,15.641796166666667,3.6189546299999997
09/2001,19.018041033333336,12.001466944444445,1.4500000946666667,15.162924916666666,4.109488726666666
09/2002,19.163875,11.997310259259258,2.4333333600000002,15.342679839999999,4.031411153333333
09/2003,19.696513766666666,11.993210842592593,1.3533333166666668,14.36857532,4.44564302
09/2004,19.452000166666668,12.005960305555556,0.0,15.4092997,5.385279936666667
09/2005,20.036305333333335,12.001983287037037,1.41999998,14.92592262,4.282500993333333
09/2006,18.639985883333335,11.997906583333334,1.7666666913333335,14.317141443333332,4.085425023333333
09/2007,19.1218609,11.993875657407408,0.24000000000000002,17.375972933333333,4.9582338833333335
09/2008,19.782763499999998,12.00660600925926,1.4566666433333333,14.531888333333333,4.689126226666667
09/2009,20.611791266666668,12.002656703703703,2.2933332933333332,12.775497223333334,4.178372376666667
09/2010,19.678249466666667,11.998485324074073,0.29333334,15.730724583333334,5.056874186666667
09/2011,18.952693933333332,11.994468194444444,0.060000000000000005,15.05931916,5.036989566666667
09/2012,19.892208166666666,12.007194055555555,0.6800000033333333,14.579912266666668,4.711926180000001
09/2013,20.013388466666665,12.003085842592592,0.6500000766666666,15.7696034,4.4609858000000004
09/2014,20.445471533333333,11.998981962962963,0.22999999,15.277469933333332,5.268850813333333
09/2015,22.8125553,11.994987814814815,0.5033333413333333,13.574541483333332,5.44083904
