Date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
02/1992,22.96551724137931,28.541431137931035,18.501775965517243,22.882020931034482,29.631419793103447,19.39977974137931,23.52322468965517,11.71693816091954,10.200342279693487,0.3000000034482759,0.3000000034482759,1.206896551724138,17.33217296551724,36.98068882758621,108.53514165517241,19.66103448275862,4.380907717241379
02/1993,2.642857142857143,27.71242882142857,16.226714607142856,21.224855107142854,27.465574785714285,15.77898282142857,20.560314964285713,11.719394771825396,10.533986974206348,0.0,0.0,0.0,19.638156285714285,41.36142792857142,83.23357225,21.435714285714287,4.842435421428571
02/1994,17.178571428571427,29.253500035714286,18.72135732142857,23.450003428571428,30.432376857142856,19.696920357142858,24.241159892857144,11.71671818452381,10.193333839285714,0.3214285857142857,0.3214285857142857,1.1428571428571428,17.340862842857142,37.414284928571426,105.34950500000001,20.381071428571428,4.620791532142857
02/1995,13.642857142857142,27.53028589285714,16.9767145,21.432890928571428,27.51825575,16.84421635714286,21.082839910714284,11.714257202380953,10.345719751984126,0.13928571607142856,0.13928571607142856,0.5714285714285714,20.21339532142857,42.50571296428571,82.69203085714285,20.508928571428573,4.6114359035714285
02/1996,35.0,24.691431206896553,16.79315531034483,20.12512475862069,24.195466482758622,16.16207801724138,19.638362827586207,11.717286360153256,8.922494185823755,0.6551724237931034,0.6551724237931034,3.413793103448276,22.362834182758622,46.55172327586207,81.19277579310345,16.372758620689655,3.49176424137931
02/1997,34.714285714285715,26.09100025,18.348143,21.55469132142857,26.77866482142857,18.949332035714285,22.06268882142857,11.71969568452381,9.162902966269842,0.9178571585714286,0.9178571585714286,3.0,18.997045500000002,40.255713428571426,88.27033632142857,16.366071428571427,3.5721315857142857
02/1998,11.535714285714286,30.533857357142857,19.837428714285714,24.481551535714285,31.416830178571427,20.928865607142857,25.317058214285712,11.716977103174603,10.519452450396825,0.2071428571428571,0.2071428571428571,0.6785714285714286,16.998174917857146,37.735713714285716,98.36855375,20.547857142857143,4.827582389285714
02/1999,23.5,25.828500178571428,17.4892145,20.99963207142857,25.068575392857145,17.11831882142857,20.439929607142858,11.714428978174604,9.623240287698412,0.27142858392857144,0.27142858392857144,1.6428571428571428,23.889223642857143,50.18142707142857,74.85261492857144,17.575714285714287,3.978301725
02/2000,32.06896551724138,25.863844896551726,17.769017448275864,21.208098448275862,26.308035862068966,17.798825896551723,21.360372068965518,11.717459798850575,8.363782538314176,0.8724137810344827,0.8724137810344827,2.3448275862068964,20.33648544827586,42.54206803448276,79.86807313793103,16.38310344827586,3.6649716310344824
02/2001,18.75,26.987428821428573,17.437428821428572,21.563099714285716,26.922810321428575,17.514242375,21.408498607142857,11.719866587301587,9.80463229563492,0.2571428607142857,0.2571428607142857,1.1785714285714286,20.807921607142855,43.997141785714284,75.31862714285715,19.004285714285714,4.270505546428572
02/2002,9.678571428571429,27.44814307142857,16.96421439285714,21.304393357142857,26.79557535714286,16.769094607142858,20.606302785714288,11.717258918650794,10.580946160714287,0.10357142857142858,0.10357142857142858,0.6071428571428571,21.014280714285714,45.295713178571425,81.46640239285715,20.885357142857142,4.772161432142857
02/2003,11.535714285714286,27.91600017857143,18.332071714285714,22.10960167857143,27.89939989285714,18.52475630357143,22.062417214285716,11.714797648809524,9.812662619047618,0.1357142892857143,0.1357142892857143,0.75,21.083649178571427,44.485713357142856,83.38584242857144,19.512857142857143,4.495208310714285
02/2004,2.9655172413793105,28.570741724137932,17.103500448275863,22.020455620689656,28.54932724137931,16.81236775862069,21.506303689655173,11.717735670498085,10.521149406130268,0.0,0.0,0.0,19.405359344827584,41.10206748275862,81.86202289655174,21.173793103448276,4.943039551724138
02/2005,12.928571428571429,30.70350014285714,19.039214428571427,24.088694285714286,31.134974857142858,19.79580967857143,24.33775057142857,11.720205684523808,10.609233303571429,0.07857142857142858,0.07857142857142858,0.5,18.191908892857143,39.04714235714285,103.0417357857143,21.579285714285714,5.174264967857143
02/2006,21.785714285714285,26.444571607142855,18.339214535714287,21.65186375,26.329807607142858,18.486231642857142,21.559171964285717,11.717638333333332,9.68044431547619,0.23571429071428573,0.23571429071428573,1.2857142857142858,22.771666071428573,47.89285653571428,78.34607532142857,17.771785714285716,3.9804088285714285
02/2007,13.035714285714286,29.462428678571428,17.69100010714286,22.688099321428574,29.276007714285715,18.147518178571428,22.58047839285714,11.715141845238096,10.427628353174603,0.07142857142857142,0.07142857142857142,0.4642857142857143,19.239949214285712,41.798570999999995,85.1375799642857,21.42142857142857,5.068197285714286
02/2008,25.344827586206897,23.725913862068968,16.61039672413793,19.485181724137934,22.787976862068966,15.84032420689655,18.672490620689658,11.718121599616858,7.980197098659004,0.8517241206896552,0.8517241206896552,2.3793103448275863,22.701479655172413,48.01655051724138,73.51194755172413,14.50206896551724,3.1479029758620687
02/2009,23.714285714285715,27.69100007142857,18.36957178571429,22.38430525,28.731063357142858,19.37771364285714,23.216565,11.720587103174603,9.502627388888888,0.421428575,0.421428575,1.8928571428571428,17.187446117857142,37.05428485714286,98.24708621428572,18.142142857142858,4.0399950250000005
02/2010,13.321428571428571,30.59992875,19.091000285714284,24.15565975,31.252607821428573,20.33366410714286,24.909037785714286,11.71805248015873,10.414274543650793,0.18928571785714285,0.18928571785714285,0.6428571428571429,16.809981142857144,36.98999917857143,106.56577825,21.285714285714285,5.0217557642857145
02/2011,8.035714285714286,27.30885735714286,17.32135739285714,21.569125785714284,27.38289857142857,17.370512714285713,21.344182142857143,11.715560783730158,10.196200942460319,0.03214285714285714,0.03214285714285714,0.2857142857142857,19.577638714285715,41.46428485714286,90.72922217857142,19.56642857142857,4.394159296428572
02/2012,26.93103448275862,26.987982965517244,18.367293241379308,22.04150331034483,27.96080275862069,19.012377206896552,22.716804344827587,11.718437863984676,9.124910900383142,0.8517241482758621,0.8517241482758621,1.9310344827586208,18.791422344827584,40.20827496551724,82.98921206896551,17.749310344827588,3.866612924137931
02/2013,22.535714285714285,27.98921457142857,18.707071607142858,22.44866432142857,27.634155392857142,18.945347821428573,22.318652214285716,11.720981021825397,9.29418123015873,0.9035714514285714,0.9035714514285714,2.1785714285714284,23.148084214285714,49.26857039285714,78.89345835714286,18.023214285714285,4.332563725
02/2014,2.8214285714285716,27.939214535714285,16.742785964285712,21.736536285714287,28.04672232142857,16.747827892857142,21.516591678571427,11.718441071428572,10.53290869047619,0.0,0.0,0.0,18.16000223214286,39.39428507142857,98.43730185714286,20.951785714285712,4.663493635714286
02/2015,19.857142857142858,27.35350017857143,17.19992875,21.481180035714285,27.168020928571426,17.21762357142857,21.174215678571425,11.715853343253968,10.314793680555555,0.075,0.075,0.5357142857142857,19.616418839285718,41.51571307142857,82.26778589285713,19.8525,4.482146171428572
02/2016,17.862068965517242,26.475914,17.446603689655173,21.253285379310345,25.576074655172413,16.791120448275862,20.527685172413793,11.718725201149425,9.112980919540231,0.22413794137931034,0.22413794137931034,1.4482758620689655,23.270911793103448,48.88551555172414,82.49872806896552,17.155172413793103,4.073256503448276
02/2017,26.107142857142858,24.664642357142856,17.007499714285714,20.095893,25.059971821428572,16.139275107142858,19.675596035714285,11.72126072420635,9.520587936507937,1.1178571835714286,1.1178571835714286,1.8214285714285714,24.09440575,45.3599995,79.06431432142857,18.08892857142857,3.6300677392857144
02/2018,9.642857142857142,26.55214260714286,16.25392842857143,20.264122464285716,26.58416075,15.001039678571429,19.304411267857144,11.718748740079365,10.544249007936509,0.03571428571428571,0.03571428571428571,0.25,24.176631107142857,46.25999825,87.29822328571429,21.346785714285716,4.509974060714286
02/2019,9.071428571428571,28.525356714285714,18.23964260714286,22.327589,29.29106085714286,17.63270514285714,22.029975178571426,11.71616818452381,10.830206547619047,0.05714285714285715,0.05714285714285715,0.4642857142857143,22.983859857142857,43.17428496428572,99.81491728571429,22.12107142857143,4.946234967857143
02/2020,9.586206896551724,26.622154655172412,17.173878931034483,20.86360703448276,26.323541586206897,16.152931120689654,20.09178375862069,11.718985593869732,10.593952978927202,0.0965517275862069,0.0965517275862069,0.5172413793103449,25.181205379310345,48.45103351724138,88.26788955172414,20.793793103448277,4.434228765517241
02/2021,7.964285714285714,26.64499957142857,16.24321425,20.305938035714288,27.058489642857143,15.204031482142856,19.583711571428573,11.72158238095238,10.54939253968254,0.042857144642857135,0.042857144642857135,0.2857142857142857,22.977744642857143,43.7014275,94.19166482142857,21.077857142857145,4.429368675
02/2022,31.357142857142858,26.064642535714285,18.021785428571427,21.11910764285714,26.67782,17.6796845,21.09397669642857,11.719021805555556,10.069657063492063,0.5535714317857143,0.5535714317857143,1.8928571428571428,24.86471442857143,45.95142778571428,86.41758178571429,18.349285714285713,3.7329134392857144
02/2023,23.714285714285715,26.161071,17.636071035714284,21.035327714285717,26.261764571428575,17.11684125,20.737265214285713,11.716343065476192,9.869947668650793,0.28928573214285713,0.28928573214285713,1.5,24.0710115,44.29285632142857,83.64909992857143,18.84857142857143,3.9770043678571425
02/2024,12.89655172413793,28.95663772413793,18.149740862068967,22.600603413793102,30.01258675862069,18.296132827586206,22.945585931034483,11.71922940613027,10.68774087164751,0.0862069,0.0862069,0.4827586206896552,21.206204724137933,38.85517151724138,96.52813731034483,21.03551724137931,4.636942824137931
03/1990,24.096774193548388,30.36962916129032,19.78575819354839,24.077492870967742,31.550899451612903,20.92009535483871,24.93748587096774,12.060896066308244,10.823157849462365,0.7000000032258065,0.7000000032258065,1.096774193548387,18.73599608064516,40.09935403225807,95.69847180645162,21.828709677419358,5.12764945483871
03/1991,15.516129032258064,30.61479051612903,19.180919741935483,24.247049903225808,32.23511432258064,20.361722741935484,25.158861225806454,12.057898960573477,10.737013334229392,0.6612903548387097,0.6612903548387097,1.0,17.84705683870968,37.149676322580646,82.90994312903226,23.413870967741936,5.44022534516129
03/1992,15.903225806451612,31.080919451612903,19.555113032258063,24.764657258064517,32.666235419354834,21.016401451612904,25.877687935483873,12.067015241935485,10.867556720430107,0.5774193690322581,0.5774193690322581,1.3225806451612903,15.790420451612905,34.025805677419356,109.22078606451613,22.478387096774195,5.296428903225807
03/1993,22.193548387096776,29.245435806451614,18.98414535483871,23.323662516129033,30.688774483870965,19.99327764516129,24.23926029032258,12.064148243727598,10.55887541218638,2.151612841935484,2.151612841935484,2.2903225806451615,17.797819225806453,38.70580570967742,127.66763303225807,22.03548387096774,4.907375941935483
03/1994,36.483870967741936,28.45350016129032,19.67608093548387,23.31862177419355,29.349595709677416,20.711850387096774,24.10941987096774,12.061283333333334,9.70506847670251,0.8677419451612904,0.8677419451612904,2.129032258064516,20.637965022580644,43.16516025806452,82.68370019354838,18.934838709677418,4.327363938709677
03/1995,28.93548387096774,30.284145322580645,19.347048612903226,24.06956312903226,31.341775387096774,20.3911744516129,24.965459645161292,12.058326514336917,10.230901061827957,1.0516129,1.0516129,2.2580645161290325,18.110532887096774,38.996128258064516,97.5178589032258,21.05548387096774,4.9848788
03/1996,31.612903225806452,30.653500096774195,19.56317777419355,24.378837516129032,32.14107951612903,20.70893161290323,25.26898916129032,12.067414605734767,11.061848835125447,0.3870967741935484,0.3870967741935484,1.2580645161290323,18.00566785483871,39.228386387096776,103.72125877419356,23.19709677419355,5.318413287096774
03/1997,24.483870967741936,29.32930670967742,18.86156490322581,23.366001258064518,30.810221806451615,19.84582106451613,24.22665687096774,12.064562275985663,11.14208347670251,1.0612902903225807,1.0612902903225807,1.8064516129032258,17.252626806451612,37.82322538709677,98.73546625806452,22.729032258064517,5.041517264516129
03/1998,18.129032258064516,32.553500032258064,20.68898406451613,25.927695193548388,33.13626080645162,21.998323838709677,26.511473645161292,12.0616095609319,11.084065555555556,0.1838709741935484,0.1838709741935484,0.9032258064516129,20.050917451612904,42.747095580645166,99.84380535483872,23.56483870967742,5.926660070967743
03/1999,39.12903225806452,29.77608077419355,20.180919612903228,24.355785806451614,32.415052903225806,22.238642032258067,26.42092348387097,12.058507365591398,10.84326814516129,2.190322529032258,2.190322529032258,3.5161290322580645,14.136355370967742,32.50451551612903,105.66553277419355,21.248064516129034,4.65051023548387
03/2000,22.677419354838708,28.59059693548387,19.13898409677419,23.10208906451613,29.845357806451613,20.28936625806452,24.038901677419357,12.06765767921147,10.428830349462366,1.3870967435483872,1.3870967435483872,1.935483870967742,18.444510935483873,39.50709638709677,92.39937548387097,20.906451612903226,4.673315116129032
03/2001,38.87096774193548,28.666403387096775,19.901887290322584,23.41324558064516,29.94905051612903,21.433809451612902,24.559085806451613,12.064798154121865,10.282454668458781,6.112903079032259,6.112903079032259,4.645161290322581,20.228382709677422,43.85032161290322,111.70055106451613,19.896451612903224,4.445492187096773
03/2002,17.29032258064516,30.913177516129032,19.500274290322583,24.36149893548387,32.05279516129033,20.38960151612903,25.037026322580648,12.061856433691755,11.00729525985663,0.558064508064516,0.558064508064516,1.3225806451612903,18.39049511935484,39.93677358064516,100.60485122580646,23.23677419354839,5.493914648387096
03/2003,28.161290322580644,30.51317748387097,20.224467967741937,24.479912741935483,31.698686064516128,21.60686477419355,25.363180612903225,12.058876012544804,10.598917508960575,0.4612903612903226,0.4612903612903226,1.8709677419354838,19.875877822580645,42.29419277419355,103.67215861290323,21.22225806451613,5.026097538709678
03/2004,24.258064516129032,30.647048516129033,19.74382287096774,24.407734612903226,31.70037,20.801649161290324,25.298476806451614,12.068056971326165,10.595964605734768,0.7161290206451614,0.7161290206451614,1.5806451612903225,18.751711177419356,39.959999225806456,102.58591622580646,21.184838709677418,5.052496522580645
03/2005,18.161290322580644,29.97769358064516,19.118016322580644,23.753299451612904,30.437202903225806,19.58574422580645,23.929585741935483,12.065262750896057,10.524266541218639,0.18064516451612903,0.18064516451612903,0.9032258064516129,21.027682632258067,44.384515419354834,91.99960312903225,21.740322580645163,5.212034751612903
03/2006,25.387096774193548,29.272854967741935,19.17285506451613,23.583675999999997,31.069035419354837,20.48171029032258,24.808467612903225,12.062317544802868,10.43941853046595,1.4161290016129031,1.4161290016129031,1.4516129032258065,17.750468322580645,37.579354580645166,84.88708648387097,21.88774193548387,4.8666714967741935
03/2007,28.258064516129032,30.348661387096772,19.99220987096774,24.411229774193547,31.852649129032258,21.644943838709676,25.735695387096776,12.059302580645161,9.986679417562723,1.8387097580645162,1.8387097580645162,2.6129032258064515,16.89125359677419,35.88386996774194,103.5263746451613,20.256774193548388,4.752671293548387
03/2008,31.322580645161292,27.75995170967742,18.461564741935483,22.2994014516129,29.03020548387097,19.264824096774195,23.13808764516129,12.068598512544803,10.009188279569893,1.7064516819354838,1.7064516819354838,2.935483870967742,18.10761514516129,39.50709548387096,100.6095706451613,19.901612903225807,4.300683174193549
03/2009,30.903225806451612,29.79704858064516,20.208339000000002,24.232600483870968,32.184307548387096,22.19213829032258,26.09222070967742,12.065727553763441,10.577518369175626,1.667741920967742,1.667741920967742,2.6774193548387095,16.287241829032258,35.58193464516129,105.68041703225806,21.266774193548386,4.709978932258064
03/2010,20.0,31.15833883870968,20.611564741935485,25.238447903225808,32.08906474193548,21.686809,26.06524319354839,12.0626853046595,10.399451514336917,0.23548387225806452,0.23548387225806452,0.8064516129032258,19.127759693548384,41.167740967741935,90.64843748387096,20.74258064516129,5.128594929032258
03/2011,39.96774193548387,25.67930651612903,18.27608077419355,21.24496625806452,25.600226096774193,18.2281319516129,21.12970387096774,12.059672123655913,6.837535008064516,1.664516031935484,1.664516031935484,4.741935483870968,23.466466548387096,48.727740806451614,73.90202283870968,15.473225806451614,3.5764612612903224
03/2012,37.516129032258064,28.597048548387097,19.913177677419352,23.59079970967742,30.058097387096772,21.533461903225806,24.952309387096776,12.06891149641577,10.031368010752688,2.3096773967741937,2.3096773967741937,3.935483870967742,17.905598606451612,38.24128919354839,88.4152361935484,18.843870967741935,4.253841575483871
03/2013,29.93548387096774,30.700274322580643,20.20350035483871,24.721242903225807,32.994802354838704,22.070105258064515,26.41234741935484,12.066045555555556,10.840369283154121,1.758064533548387,1.758064533548387,2.161290322580645,16.893420967741935,36.12774112903226,99.3405270967742,21.733870967741936,4.943084364516129
03/2014,17.580645161290324,30.958338903225805,19.484145387096774,24.414858322580645,31.903157999999998,20.72798635483871,25.183700709677417,12.063009498207885,11.00566008064516,0.49999997096774196,0.49999997096774196,1.096774193548387,18.84932787096774,40.90064429032258,96.04705654838709,22.75774193548387,5.400629106451613
03/2015,12.03225806451613,31.009951677419355,19.76317748387097,24.607399161290324,31.823464129032256,20.950237483870968,25.19475687096774,12.059983405017922,11.073558853046595,0.15161290451612902,0.15161290451612902,0.8387096774193549,19.205139258064516,41.144515387096774,89.08340803225806,23.220322580645163,5.553394396774194
03/2016,12.161290322580646,31.588983967741935,19.803500193548388,24.99395922580645,32.91935667741935,20.784574774193548,25.75249641935484,12.069302419354837,11.001903360215055,0.08064516129032258,0.08064516129032258,0.41935483870967744,18.37185087096774,38.554837451612904,85.31720822580645,22.841290322580647,5.474621777419355
03/2017,22.322580645161292,29.300241806451613,19.066370645161292,23.16569893548387,30.85113729032258,19.116782612903226,23.479054774193546,12.066367491039427,10.836825340501791,0.6258064641935485,0.6258064641935485,1.5161290322580645,22.615428806451614,42.80516051612903,99.60375964516128,22.703548387096777,5.100786529032258
03/2018,19.967741935483872,28.32443519354839,18.479273838709677,22.35212348387097,29.746307387096774,18.432288387096772,22.709646580645163,12.063308727598566,10.65005832437276,1.1870967612903225,1.1870967612903225,1.8387096774193548,21.66068320967742,40.62193480645161,95.3646375483871,20.884516129032257,4.579055151612903
03/2019,25.93548387096774,30.109919096774195,20.127661,24.23895116129032,32.00592841935484,20.986446903225804,25.295303999999998,12.060378835125448,10.873733700716846,1.1870967774193548,1.1870967774193548,2.6451612903225805,19.138644709677422,37.21935432258064,121.17008567741935,21.728387096774195,4.9721320516129035
03/2020,15.064516129032258,31.07927422580645,19.948628677419354,24.572553612903224,32.71292090322581,20.257479387096772,25.10985906451613,12.069681854838711,11.359721899641576,0.11935483870967742,0.11935483870967742,0.8064516129032258,21.448291870967743,40.0993540967742,111.08521522580646,24.13258064516129,5.677046603225807
03/2021,22.93548387096774,29.922822419354837,19.17282229032258,23.580752322580647,31.080724870967742,19.293383032258063,23.80430719354839,12.066717365591398,11.303738207885305,0.24838709516129032,0.24838709516129032,1.3870967741935485,22.965719967741936,43.443869838709674,102.87893941935484,23.396774193548385,5.338993377419355
03/2022,31.70967741935484,29.492177258064515,19.374435,23.368723000000003,31.890179612903225,20.25558558064516,24.565474741935486,12.063630483870968,10.450883369175628,1.8548387532258066,1.8548387532258066,2.7419354838709675,20.321837741935486,38.020645,95.6608894516129,21.671290322580642,4.735929935483871
03/2023,12.96774193548387,28.54217729032258,18.034112612903225,22.286599677419353,29.848836064516128,17.995793596774195,22.470578387096776,12.060662491039427,11.156165707885304,0.2483870870967742,0.2483870870967742,0.3870967741935484,22.28876474193548,40.575483193548386,101.34526732258064,23.31,4.978941670967742
03/2024,18.838709677419356,30.655080451612903,19.816370612903228,24.249435032258063,32.19470429032258,20.671744967741933,25.078426677419355,12.070027750896056,11.030379892473118,0.3225806532258064,0.3225806532258064,1.4516129032258065,20.990166322580645,38.63612877419355,111.03404319354838,22.96741935483871,5.2905564935483875
04/1990,48.1,29.768500099999997,21.548500133333334,25.0459318,33.14512233333333,24.02701443333333,27.6724084,12.424166277777777,10.704854601851851,5.826666561666667,5.826666561666667,4.966666666666667,16.03917726,35.67599883333333,139.53678861333336,21.149,4.60302905
04/1991,39.06666666666667,30.500166766666666,21.03183346666667,25.1135007,32.97532343333333,23.155265366666665,27.072172966666667,12.42150036111111,10.941517722222223,1.6100000233333334,1.6100000233333334,3.6666666666666665,17.09014546666667,36.82799933333333,126.54590193333334,22.031,4.99749442
04/1992,44.8,30.245166966666666,21.3001668,25.2045427,34.33563223333333,24.165391133333333,28.215905966666664,12.430225398148147,10.924966064814814,4.116666656666667,4.116666656666667,4.033333333333333,11.954504513333335,27.467999433333333,159.62236633333333,21.758,4.6683655433333335
04/1993,37.13333333333333,31.381833433333334,21.265166933333333,25.651001,34.1618572,23.724387933333333,27.917581900000002,12.427327814814815,11.13206262037037,1.6633333029999997,1.6633333029999997,2.8666666666666667,13.499434743333333,30.815999266666665,130.51258206666665,22.822333333333333,5.183773766666667
04/1994,39.8,30.938500233333333,20.955167033333332,25.269543199999998,34.61366863333333,23.894255133333335,28.196946966666665,12.42448512037037,11.165661962962963,3.9033332666666665,3.9033332666666665,4.0,13.178687116666667,29.711999199999998,159.31764673333333,23.32633333333333,5.051055506666667
04/1995,24.233333333333334,31.966833366666666,20.890166766666667,25.7482231,34.012856766666665,23.094788466666667,27.326137733333333,12.421881046296297,11.461541759259259,0.6133333446666666,0.6133333446666666,1.8333333333333333,17.747169246666665,37.0559993,104.82756896666666,24.238,5.77838222
04/1996,46.53333333333333,28.6835001,20.340166933333332,23.748640233333333,32.06806036666667,22.567120566666667,26.2456427,12.430512055555557,10.167179657407408,6.350000194666666,6.350000194666666,8.266666666666667,14.486186813333335,30.9239994,124.82096759999999,20.142,4.228844146666667
04/1997,47.333333333333336,29.281833533333334,20.3151669,24.0053069,33.3229801,22.92564816666667,26.865384600000002,12.427607046296297,10.732097305555556,6.900000090000001,6.900000090000001,5.166666666666667,12.26271164,27.839999233333334,126.3878777,21.679,4.535758676666666
04/1998,34.333333333333336,32.0801667,22.290166833333334,26.3890569,35.04776973333333,25.004534033333336,28.804960433333335,12.424806861111112,11.08964399074074,2.5166666116666665,2.5166666116666665,3.1666666666666665,14.256622586666667,32.73599926666667,139.95376283333331,22.078333333333333,5.167134673333334
04/1999,54.86666666666667,28.248500166666666,20.8235001,23.753986866666665,31.977815566666667,23.607861266666667,26.7023598,12.422125777777778,8.973842196296296,8.313333598333333,8.313333598333333,9.266666666666667,14.39867354,32.219999433333335,160.64936206666667,17.83566666666667,3.714831476666667
04/2000,51.53333333333333,28.953500233333333,20.825166799999998,24.287320299999998,32.9408063,23.6847272,27.401928633333334,12.430744972222222,10.156523185185186,7.010000176666667,7.010000176666667,7.1,12.416016423333334,28.523999666666665,138.73532116666667,20.089333333333332,4.1835324866666665
04/2001,31.233333333333334,30.9518336,21.378500166666665,25.513153966666668,34.17884726666667,24.058618433333333,28.077408966666667,12.42784824074074,10.953524333333332,1.79,1.79,2.1333333333333333,15.615020853333334,33.23999943333333,122.50830103333332,23.287333333333333,5.163687333333333
04/2002,33.5,31.71850003333333,21.361833433333334,25.756070599999997,33.677091966666666,23.669358933333335,27.4672485,12.425124648148149,11.289974611111111,1.8833333333333333,1.8833333333333333,2.2666666666666666,17.843547716666667,38.0759993,95.21831052,23.311333333333334,5.501080983333334
04/2003,27.4,32.63850016666667,21.865166866666666,26.549889566666664,34.88424096666667,24.219222066666667,28.4773767,12.422581314814815,11.423387425925927,1.173333375,1.173333375,2.1,15.624665716666668,33.10799936666667,147.24594596666665,23.734333333333332,5.651650866666667
04/2004,44.233333333333334,30.991833666666665,21.3501668,25.4341263,34.48881156666666,23.944853433333332,28.075556833333334,12.43115264814815,11.209011296296296,3.953333293333333,3.953333293333333,4.5,14.339798963333333,30.3239992,111.5937477,22.523666666666667,5.03887657
04/2005,31.866666666666667,31.076833399999998,21.308500266666666,25.505028900000003,33.25878,23.544942,27.438932366666666,12.428289083333334,11.118683333333333,3.7400000566666667,3.7400000566666667,3.433333333333333,14.934514106666667,33.55199961666667,121.87671946666666,22.392,5.20648175
04/2006,43.733333333333334,29.925166833333332,21.061833533333335,24.8889173,33.49428543333333,23.87764383333333,27.655048733333334,12.425607351851852,10.859167888888889,5.249999778333334,5.249999778333334,5.266666666666667,13.702992020000002,30.635999233333333,146.58715236666666,21.86,4.702498766666666
04/2007,47.43333333333333,30.676833466666665,21.513500099999998,25.152528099999998,33.1205753,23.648375833333333,27.092581433333336,12.422986222222223,10.793715768518519,2.1200000279999998,2.1200000279999998,3.5,17.637208513333334,37.7159993,121.76545043333334,21.412666666666667,4.90179513
04/2008,44.4,29.51183363333333,20.900166866666666,24.55634793333333,32.43418593333333,23.471099266666666,26.915078400000002,12.431569814814816,10.776782361111112,2.263333336666667,2.263333336666667,4.233333333333333,15.636879703333333,33.239999266666665,98.5346009,20.925,4.564202646666667
04/2009,59.2,28.323500266666667,21.1801668,23.970167866666667,31.671106166666668,23.790441466666667,26.721723033333333,12.42871249074074,9.61885420925926,10.85999964,10.85999964,9.933333333333334,15.685832006666667,35.54399923333333,156.6764868666667,17.906333333333333,3.7681266833333336
04/2010,37.733333333333334,32.57350003333333,22.110166900000003,26.5861401,35.32073963333333,24.868974233333333,28.957722033333333,12.42602200925926,11.091626805555556,2.8799999966666667,2.8799999966666667,3.3666666666666667,15.440411686666666,34.799999299999996,110.1434312,22.665666666666667,5.36385019
04/2011,25.066666666666666,29.255166866666666,19.870166766666667,23.687876133333337,31.156352966666667,21.446533266666666,25.1322149,12.423386148148149,10.738510277777777,1.8699999833333332,1.8699999833333332,2.2,17.401171956666666,37.715999233333335,109.49699553333333,22.052333333333333,4.844138713333334
04/2012,57.46666666666667,29.051833533333333,20.906833566666666,24.283917766666665,33.4139691,23.748405433333335,27.597713866666666,12.431826861111112,10.227565369444445,6.533333310000001,6.533333310000001,6.833333333333333,11.49333152,27.671999633333332,171.16750276666667,20.736333333333334,4.2593058416666665
04/2013,52.266666666666666,30.050166833333332,21.745166766666667,25.124264733333334,33.935595066666664,24.6404626,28.092715300000002,12.428961851851852,10.141780898148149,5.4633334116666665,5.4633334116666665,6.333333333333333,14.05227043,31.619999466666666,148.94685883333335,20.45133333333333,4.49074053
04/2014,50.8,29.901833533333335,21.12516683333333,24.9007925,34.36648483333333,24.500577099999997,28.3715832,12.426305796296298,10.550270592592593,5.673333496666667,5.673333496666667,6.833333333333333,9.657030213333334,22.9439997,158.49319329999997,21.102333333333334,4.4330378066666665
04/2015,39.0,30.761833366666668,21.2385001,25.34711186666667,33.303980833333334,23.192980366666667,27.146088966666664,12.423596342592592,11.214832157407407,1.6366666913333332,1.6366666913333332,2.8666666666666667,16.780419516666665,35.67599943333333,111.7543841,22.52766666666667,5.181871103333333
04/2016,30.7,33.1335001,22.778500066666666,27.518500733333333,36.71974413333333,25.77865543333333,30.201204366666666,12.432075129629629,11.286118694444443,1.4200000066666665,1.4200000066666665,2.3666666666666667,12.00511051,26.879999466666668,144.6399433,23.716666666666665,5.550653926666667
04/2017,43.13333333333333,29.037499766666667,20.74749973333333,24.133263366666664,32.34338773333334,22.542238666666666,26.260545633333333,12.429260444444445,10.547888269444446,2.756666586666667,2.756666586666667,3.566666666666667,16.935205066666665,33.31199903333333,135.0036280333333,21.333333333333332,4.546237086666666
04/2018,26.566666666666666,30.660833099999998,20.30749953333333,24.347638233333335,32.4902002,21.11643743333333,25.30628473333333,12.42662224074074,11.228369888888889,0.8866667033333333,0.8866667033333333,1.5,21.357053599999997,40.99199886666667,110.69119723333333,22.339,5.225639756666666
04/2019,32.5,31.040833433333333,21.172499633333334,25.294651933333334,34.799296,23.46310103333333,27.844122733333332,12.423979796296296,11.073729814814815,1.7966666850000002,1.7966666850000002,3.5,15.71692,30.899999033333334,129.1065243,22.117666666666665,4.926277833333333
04/2020,23.533333333333335,30.630832899999998,20.342499533333335,24.460069233333332,32.538169233333335,21.1930355,25.433804066666667,12.432465916666667,10.979666546296297,0.933333305,0.933333305,1.7333333333333334,22.033541533333334,42.215999333333336,95.8358848,22.803,5.303541916666666
