year_month,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,month,year
01/2004,61.25806451612903,29.15587141935484,22.830065096774195,25.242430129032257,35.095768032258064,27.261472677419352,30.136537258064518,12.288053620071684,9.183187431899642,11.44516109032258,11.44516109032258,13.258064516129032,10.89844720967742,27.940644677419353,302.10345091290327,17.10967741935484,3.3931674387096775,1.0,2004.0
01/2005,56.096774193548384,28.767161838709676,22.797807129032257,25.212120967741935,33.92270219354838,27.005757645161292,29.724089806451612,12.286664336917562,8.82774420250896,6.116129035483872,6.116129035483872,8.903225806451612,11.8747685,29.543225258064513,308.0664429129032,16.898064516129033,3.3690090032258064,1.0,2005.0
01/2006,59.45161290322581,28.591355612903225,22.628452064516132,25.054190935483874,34.04493916129032,26.828134548387094,29.708461000000003,12.287135573476702,7.550496876702509,11.251613132258065,11.251613132258065,13.387096774193548,11.809959306451614,29.659354387096773,312.8578648387097,15.57,3.0917671967741938,1.0,2006.0
01/2007,57.83870967741935,29.225226451612905,23.18006493548387,25.5595,35.007698258064515,27.560708612903227,30.374435451612904,12.287580842293906,8.336655,8.293548487096773,8.293548487096773,11.225806451612904,11.187294561290324,30.077418548387097,303.92599351612904,16.366774193548387,3.311150906451613,1.0,2007.0
01/2008,59.45161290322581,29.57683951612903,22.834903741935484,25.514002838709676,35.467627903225804,27.106510096774194,30.388434806451613,12.287970331541219,10.136987293906811,8.65806456451613,8.65806456451613,11.806451612903226,10.486288370967744,27.209031677419354,315.94223709677425,18.866774193548387,3.7599397322580645,1.0,2008.0
01/2009,58.806451612903224,28.565549258064515,22.707484419354838,25.064742258064516,33.61577329032258,26.709291419354837,29.502627806451613,12.286597051971327,8.915089164883513,9.535483862903225,9.535483862903225,12.0,12.23488664516129,30.855483741935483,315.4739061290323,17.065483870967743,3.3740592,1.0,2009.0
01/2010,61.0,29.013935806451613,22.87200064516129,25.28342435483871,34.76901338709677,27.174029516129032,30.220138032258067,12.287068942652331,8.136598915770609,12.412903503225808,12.412903503225808,13.35483870967742,11.056477448387097,29.601289580645158,286.91872874193547,16.163870967741936,3.2148469612903225,1.0,2010.0
01/2011,56.61290322580645,28.707484612903226,22.728452258064515,25.158156193548386,33.75735148387096,26.61888293548387,29.42125877419355,12.28750111111111,8.522673820788532,6.448387262903226,6.448387262903226,11.258064516129032,13.241862406451613,32.66709641935484,320.05489774193546,17.0,3.3816032677419354,1.0,2011.0
01/2012,54.096774193548384,29.878452193548387,23.194581225806452,26.007080516129033,35.109273225806454,27.458632612903227,30.70633793548387,12.28789422043011,9.76570832437276,5.870967702903226,5.870967702903226,7.354838709677419,12.771964322580645,33.56128958064516,289.153316483871,19.041935483870965,3.8604626129032256,1.0,2012.0
01/2013,59.645161290322584,29.29619412903226,23.178452483870966,25.561583000000002,34.93225235483871,27.510719387096774,30.474809838709678,12.286519498207886,7.518143781362007,9.703225891612904,9.703225891612904,13.129032258064516,11.978162670967741,32.27225741935484,312.61378516129037,16.308064516129033,3.259989216129032,1.0,2013.0
01/2014,54.54838709677419,28.196194032258063,22.578452161290322,24.84498406451613,32.88234148387097,26.26273080645161,28.979776451612903,12.286994426523297,8.12241449641577,7.0322582741935475,7.0322582741935475,10.0,12.82750779032258,30.39096764516129,311.94295700967746,15.704516129032257,3.148328841935484,1.0,2014.0
